STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00012839,1952-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,155.6,0,62.5,",0",8,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",3,,,,2,,8.3,",0,08,",0,",,0,29,+",0,",,0,29,+",25.1,",,0,02,",30.6,",0,24,",57.8,0,13.9,",0",58.4,",,,0",,,0,",,,0",20.01,",0",25.41,",,,0",14.61,",,,0",,,,,,,,,135,",X",,,,,,,23.7,",X"
USW00012839,1952-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,322.6,0,167,",0",6,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",2,",0",6,,,,2,,7.2,",0,17,",0,",,0,31,+",0,",,0,31,+",14.7,",,0,26,",32.2,",0,14,+",61.2,0,3.4,",0",51.2,",,,0",,,0,",,,0",23.61,",0",28.04,",,,0",19.18,",,,0",,,,,,,,,248,",X",,,,,,,20.1,",X"
USW00012839,1952-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,456.7,0,134.1,",0",3,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",1,,,,,,9.4,",0,17,",0,",,0,30,+",0,",,0,30,+",34.5,",,0,26,",31.7,",0,14,+",63.4,0,2.2,",0",36.5,",,,0",,,0,",,,0",22.73,",0",27.54,",,,0",17.92,",,,0",,,,,,,,,248,",X",,,,,,,14.3,",X"
USW00012839,1952-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,695.8,0,239.1,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",1,",0",2,,,,6,,16.1,",0,01,",0,",,0,31,+",0,",,0,31,+",8.6,",,0,29,",32.2,",0,21,",63.4,0,0,",0",17.3,",,,0",,,0,",,,0",26.05,",0",30.26,",,,0",21.83,",,,0",,,,,,,,,225,",X",,,,,,,21,",X"
USW00012839,1952-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,993.7,0,297.9,",0",6,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",23,",0",2,,,,4,,20.6,",0,04,",0,",,0,30,+",0,",,0,30,+",24.1,",,0,15,",35,",0,12,",63.4,0,0,",0",52,",,,0",,,0,",,,0",28.26,",0",32.77,",,,0",23.75,",,,0",,,,,,,,,135,",X",,,,,,,13,",X"
USW00012839,1952-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1310.8,0,317.1,",0",14,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",24,",0",,,,,8,,22.2,",0,05,+",0,",,0,31,+",0,",,0,31,+",114.6,",,0,03,",35.6,",0,01,",0,0,0,",0",181.5,",,,0",,,0,",,,0",28.56,",0",32.58,",,,0",24.55,",,,0",,,,,,,,,113,",X",,,,,,,15.2,",X"
USW00012839,1952-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1625.3,0,314.5,",0",15,",0",10,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",28,",0",1,,,,19,,22.2,",0,05,",0,",,0,31,+",0,",,0,31,+",25.9,",,0,04,",35,",0,29,+",0,0,0,",0",125.3,",,,0",,,0,",,,0",28.48,",0",33.07,",,,0",23.88,",,,0",,,,,,,,,180,",X",,,,,,,12.5,",X"
USW00012839,1952-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1922.8,0,297.5,",0",15,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",17,",0",4,,,,11,,21.7,",0,18,",0,",,0,30,+",0,",,0,30,+",48.3,",,0,18,",34.4,",0,26,",0,0,0,",0",114,",,,0",,,0,",,,0",28.25,",0",32.17,",,,0",24.33,",,,0",,,,,,,,,180,",X",,,,,,,14.3,",X"
USW00012839,1952-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2150.1,0,227.3,",0",26,",0",18,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",1,",0",9,,,,11,,15,",0,30,",0,",,0,31,+",0,",,0,31,+",200.2,",,0,27,",32.2,",0,08,",0,0,0,",0",535.6,",,,0",,,0,",,,0",25.67,",0",29.04,",,,0",22.29,",,,0",,,,,,,,,23,",X",,,,,,,20.1,",X"
USW00012839,1952-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2292.3,0,142.2,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",3,,,,,,10,",0,22,",0,",,0,30,+",0,",,0,30,+",3.8,",,0,15,",30.6,",0,11,",5.3,0,5.3,",0",6.4,",,,0",,,0,",,,0",22.9,",0",26.98,",,,0",18.81,",,,0",,,,,,,,,315,",X",,,,,,,13.4,",X"
USW00012839,1952-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2349.3,0,57,",0",6,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",1,,,,,,5.6,",0,16,",0,",,0,31,+",0,",,0,31,+",37.1,",,0,10,",28.3,",0,31,",34.4,0,29.1,",0",50.6,",,,0",,,0,",,,0",19.23,",0",24.35,",,,0",14.11,",,,0",,,,,,,,,203,",X",,,,,,,17.9,",X"
USW00012839,1953-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,71.5,0,71.5,",0",7,",0",6,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",0,",0",5,,,,3,,7.2,",0,05,",0,",,0,31,+",0,",T,0,09,",47,",,0,08,",29.4,",0,21,",61.2,0,26.8,",0",154.4,",,,0",,,0,",T,,0",19.77,",0",23.85,",,,0",15.7,",,,0",,,,,,,,,270,",X",,,,,,,25.9,",X"
USW00012839,1953-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,169.8,0,98.3,",0",8,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",3,,,,2,,8.9,",0,16,",0,",,0,28,+",0,",T,0,02,",19.1,",,0,08,",28.9,",0,26,+",63.7,0,2.5,",0",41.5,",,,0",,,0,",T,,0",21.76,",0",26.01,",,,0",17.5,",,,0",,,,,,,,,248,",X",,,,,,,23.2,",X"
USW00012839,1953-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,337.5,0,167.7,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",4,,,,3,,9.4,",0,27,",0,",,0,31,+",0,",,0,31,+",13,",,0,22,",31.1,",0,24,+",65.1,0,1.4,",0",20.6,",,,0",,,0,",,,0",23.7,",0",28.26,",,,0",19.14,",,,0",,,,,,,,,180,",X",,,,,,,13.4,",X"
USW00012839,1953-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,516,0,178.5,",0",5,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",2,",0",2,,,,4,,11.7,",0,21,",0,",,0,30,+",0,",,0,30,+",49.5,",,0,16,",32.2,",0,19,+",65.4,0,0.3,",0",105.9,",,,0",,,0,",,,0",24.28,",0",28.68,",,,0",19.87,",,,0",,,,,,,,,180,",X",,,,,,,15.6,",X"
USW00012839,1953-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,782.4,0,266.4,",0",6,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",6,",0",2,,,,7,,17.8,",0,12,",0,",,0,31,+",0,",T,0,20,",29.5,",,0,20,",32.8,",0,28,+",65.4,0,0,",0",80.1,",,,0",,,0,",T,,0",26.93,",0",30.72,",,,0",23.13,",,,0",,,,,,,,,293,",X",,,,,,,17.9,",X"
USW00012839,1953-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1053.6,0,271.2,",0",17,",0",12,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",9,",0",2,,,,12,,20.6,",0,13,",0,",,0,30,+",0,",,0,30,+",25.9,",,0,27,",34.4,",0,18,+",65.4,0,0,",0",137.2,",,,0",,,0,",,,0",27.37,",0",31.23,",,,0",23.52,",,,0",,,,,,,,,180,",X",,,,,,,15.6,",X"
USW00012839,1953-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1354,0,300.4,",0",16,",0",9,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",22,",0",1,,,,13,,21.1,",0,23,",0,",,0,31,+",0,",,0,31,+",50,",,0,22,",33.9,",0,12,",0,0,0,",0",169.1,",,,0",,,0,",,,0",28.02,",0",32.19,",,,0",23.86,",,,0",,,,,,,,,338,",X",,,,,,,17.9,",X"
USW00012839,1953-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1672.3,0,318.3,",0",15,",0",10,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",26,",0",2,,,,14,,22.8,",0,30,+",0,",,0,31,+",0,",,0,31,+",75.4,",,0,05,",34.4,",0,13,",0,0,0,",0",230.6,",,,0",,,0,",,,0",28.6,",0",32.49,",,,0",24.71,",,,0",,,,,,,,,158,",X",,,,,,,19.7,",X"
USW00012839,1953-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1954.5,0,282.2,",0",23,",0",14,",0",7,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",9,",0",1,,,,16,,21.7,",0,23,",0,",,0,30,+",0,",,0,30,+",61.7,",,0,11,",32.8,",0,02,+",0,0,0,",0",332.8,",,,0",,,0,",,,0",27.74,",0",31.38,",,,0",24.1,",,,0",,,,,,,,,203,",X",,,,,,,17,",X"
USW00012839,1953-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2144.9,0,190.4,",0",16,",0",11,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",5,,,,2,,13.3,",0,30,",0,",,0,31,+",0,",,0,31,+",64.5,",,0,07,",31.1,",0,06,+",0.8,0,0.8,",0",260.7,",,,0",,,0,",,,0",24.45,",0",28.11,",,,0",20.78,",,,0",,,,,,,,,203,",X",,,,,,,24.6,",X"
USW00012839,1953-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2274.3,0,129.4,",0",10,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",0,",0",7,,,,1,,7.8,",0,27,",0,",,0,30,+",0,",,0,30,+",34.5,",,0,12,",28.9,",0,24,+",6.8,0,6,",0",61.8,",,,0",,,0,",,,0",22.44,",0",26.26,",,,0",18.63,",,,0",,,,,,,,,180,",X",,,,,,,15.2,",X"
USW00012839,1953-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2382.2,0,107.9,",0",7,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",0,",0",8,,,,1,,6.7,",0,17,",0,",,0,31,+",0,",,0,31,+",35.6,",,0,23,",28.3,",0,13,",37.1,0,30.3,",0",60.4,",,,0",,,0,",,,0",20.84,",0",24.88,",,,0",16.79,",,,0",,,,,,,,,248,",X",,,,,,,17,",X"
USW00012839,1954-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,82.9,0,82.9,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",0,",0",6,,,,1,,6.7,",0,12,",0,",,0,31,+",0,",,0,31,+",7.9,",,0,11,",29.4,",0,16,",50.4,0,13.3,",0",12.5,",,,0",,,0,",,,0",20.58,",0",25.06,",,,0",16.09,",,,0",,,,,,,,,225,",X",,,,,,,21,",X"
USW00012839,1954-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,137.6,0,54.7,",0",4,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",4,,,,2,,10,",0,07,",0,",,0,28,+",0,",,0,28,+",50.3,",,0,28,",28.3,",0,18,",60.4,0,10,",0",55.3,",,,0",,,0,",,,0",19.93,",0",24.78,",,,0",15.08,",,,0",,,,,,,,,225,",X",,,,,,,17,",X"
USW00012839,1954-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,237.9,0,100.3,",0",5,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",0,",0",3,,,,2,,7.8,",0,02,",0,",,0,31,+",0,",,0,31,+",16.8,",,0,20,",31.7,",0,14,",83.1,0,22.7,",0",49.8,",,,0",,,0,",,,0",20.84,",0",25.57,",,,0",16.1,",,,0",,,,,,,,,158,",X",,,,,,,15.6,",X"
USW00012839,1954-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,431.2,0,193.3,",0",13,",0",9,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",1,,,,5,,15.6,",0,18,",0,",,0,30,+",0,",,0,30,+",36.6,",,0,08,",31.1,",0,02,",83.1,0,0,",0",138.5,",,,0",,,0,",,,0",24.78,",0",28.7,",,,0",20.85,",,,0",,,,,,,,,113,",X",,,,,,,14.8,",X"
USW00012839,1954-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,676.2,0,245,",0",17,",0",11,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",6,",0",4,,,,9,,18.3,",0,06,",0,",,0,31,+",0,",,0,31,+",100.1,",,0,27,",33.3,",0,20,",83.1,0,0,",0",341.2,",,,0",,,0,",,,0",26.24,",0",30.41,",,,0",22.06,",,,0",,,,,,,,,248,",X",,,,,,,21,",X"
USW00012839,1954-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,944.8,0,268.6,",0",19,",0",15,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",11,",0",2,,,,17,,21.7,",0,04,",0,",,0,30,+",0,",,0,30,+",43.2,",,0,14,",33.3,",0,30,+",83.1,0,0,",0",257.6,",,,0",,,0,",,,0",27.29,",0",31.21,",,,0",23.36,",,,0",,,,,,,,,248,",X",,,,,,,13.9,",X"
USW00012839,1954-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1253.5,0,308.7,",0",16,",0",13,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",18,",0",,,,,17,,21.7,",0,15,",0,",,0,31,+",0,",,0,31,+",79.2,",,0,10,",34.4,",0,06,",0,0,0,",0",234,",,,0",,,0,",,,0",28.29,",0",32.07,",,,0",24.51,",,,0",,,,,,,,,135,",X",,,,,,,15.6,",X"
USW00012839,1954-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1595.3,0,341.8,",0",10,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",28,",0",1,,,,12,,22.8,",0,31,",0,",,0,31,+",0,",,0,31,+",15.7,",,0,22,",36.7,",0,06,",0,0,0,",0",41.8,",,,0",,,0,",,,0",29.36,",0",33.72,",,,0",25,",,,0",,,,,,,,,225,",X",,,,,,,12.1,",X"
USW00012839,1954-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1885.8,0,290.5,",0",20,",0",12,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",10,",0",1,,,,12,,22.8,",0,28,+",0,",,0,30,+",0,",,0,30,+",47.2,",,0,01,",35,",0,10,",0,0,0,",0",210.6,",,,0",,,0,",,,0",28.02,",0",31.64,",,,0",24.4,",,,0",,,,,,,,,203,",X",,,,,,,15.6,",X"
USW00012839,1954-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2095.2,0,209.4,",0",14,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",1,",0",,,,,2,,14.4,",0,31,",0,",,0,31,+",0,",,0,31,+",50.3,",,0,01,",32.8,",0,15,",0,0,0,",0",107.8,",,,0",,,0,",,,0",25.09,",0",28.92,",,,0",21.26,",,,0",,,,,,,,,338,",X",,,,,,,12.1,",X"
USW00012839,1954-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2191.9,0,96.7,",0",7,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",3,,,,1,,11.7,",0,04,",0,",,0,30,+",0,",,0,30,+",105.4,",,0,12,",29.4,",0,29,+",0.3,0,0.3,",0",121,",,,0",,,0,",,,0",21.55,",0",26.2,",,,0",16.89,",,,0",,,,,,,,,45,",X",,,,,,,14.8,",X"
USW00012839,1954-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2226.3,0,34.4,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",3,,,,,,5,",0,22,+",0,",,0,31,+",0,",,0,31,+",6.4,",,0,18,",26.7,",0,30,",48.4,0,48.1,",0",11.7,",,,0",,,0,",,,0",17.89,",0",23.08,",,,0",12.7,",,,0",,,,,,,,,225,",X",,,,,,,16.5,",X"
USW00012839,1955-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,40.3,0,40.3,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",0,",0",5,,,,1,,5,",0,30,",0,",,0,31,+",0,",,0,31,+",8.4,",,0,24,",28.3,",0,17,",90.7,0,42.3,",0",18.1,",,,0",,,0,",,,0",18.27,",0",24,",,,0",12.54,",,,0",,,,,,,,,203,",X",,,,,,,21.1,",X"
USW00012839,1955-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,99.9,0,59.6,",0",8,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",0,",0",2,,,,1,,4.4,",0,13,+",0,",,0,28,+",0,",,0,28,+",8.4,",,0,08,",28.3,",0,11,",109.4,0,18.7,",0",19.4,",,,0",,,0,",,,0",19.8,",0",24.2,",,,0",15.4,",,,0",,,,,,,,,68,",X",,,,,,,17,",X"
USW00012839,1955-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,215.4,0,115.5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",5,,,,,,9.4,",0,30,",0,",,0,31,+",0,",,0,31,+",2.3,",,0,24,",31.1,",0,25,+",115,0,5.6,",0",5.9,",,,0",,,0,",,,0",21.88,",0",26.73,",,,0",17.02,",,,0",,,,,,,,,315,",X",,,,,,,14.4,",X"
USW00012839,1955-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,391.1,0,175.7,",0",6,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",3,,,,2,,14.4,",0,04,",0,",,0,30,+",0,",,0,30,+",21.1,",,0,16,",31.7,",0,26,",115,0,0,",0",34.5,",,,0",,,0,",,,0",24.19,",0",28.77,",,,0",19.6,",,,0",,,,,,,,,45,",X",,,,,,,17,",X"
USW00012839,1955-05,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,614.2,0,223.1,",0",8,",0",7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",3,",0",4,,,,8,,14.4,",0,03,",0,",,0,31,+",0,",,0,31,+",39.1,",,0,17,",33.3,",0,07,+",115,0,0,",0",94.9,",,,0",,,0,",,,0",25.53,",0",30.34,",,,0",20.72,",,,0",,,,,,,,,248,",X",,,,,,,22.6,",X"
USW00012839,1955-06,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,868.4,0,254.2,",0",17,",0",10,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",5,",0",,,,,11,,20,",0,03,+",0,",,0,30,+",0,",,0,30,+",94.5,",,0,11,",33.9,",0,09,",115,0,0,",0",246.3,",,,0",,,0,",,,0",26.81,",0",30.82,",,,0",22.79,",,,0",,,,,,,,,180,",X",,,,,,,21.6,",X"
USW00012839,1955-07,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1144.1,0,275.7,",0",21,",0",14,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",6,",0",1,,,,14,,21.7,",0,22,+",0,",,0,31,+",0,",,0,31,+",45.2,",,0,28,",33.9,",0,28,",0,0,0,",0",200.5,",,,0",,,0,",,,0",27.23,",0",30.91,",,,0",23.55,",,,0",,,,,,,,,180,",X",,,,,,,21.6,",X"
USW00012839,1955-08,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1456.4,0,312.3,",0",14,",0",7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",22,",0",,,,,14,,22.2,",0,28,+",0,",,0,31,+",0,",,0,31,+",31.8,",,0,31,",35.6,",0,10,",0,0,0,",0",108.6,",,,0",,,0,",,,0",28.41,",0",32.73,",,,0",24.09,",,,0",,,,,,,,,203,",X",,,,,,,21.6,",X"
USW00012839,1955-09,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1741.6,0,285.2,",0",16,",0",9,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",12,",0",2,,,,5,,22.2,",0,29,",0,",,0,30,+",0,",,0,30,+",41.7,",,0,08,",33.3,",0,19,",0,0,0,",0",140.3,",,,0",,,0,",,,0",27.84,",0",31.69,",,,0",23.99,",,,0",,,,,,,,,225,",X",,,,,,,16.4,",X"
USW00012839,1955-10,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,1948.7,0,207.1,",0",12,",0",7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",2,,,,4,,15,",0,31,",0,",,0,31,+",0,",,0,31,+",48.8,",,0,11,",31.7,",0,06,+",0,0,0,",0",110.8,",,,0",,,0,",,,0",25.01,",0",29.21,",,,0",20.82,",,,0",,,,,,,,,113,",X",,,,,,,15.4,",X"
USW00012839,1955-11,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2078.2,0,129.5,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",2,,,,,,8.3,",0,30,",0,",,0,30,+",0,",,0,30,+",19.1,",,0,09,",28.9,",0,26,+",3.9,0,3.9,",0",24.9,",,,0",,,0,",,,0",22.52,",0",27.32,",,,0",17.72,",,,0",,,,,,,,,203,",X",,,,,,,14.4,",X"
USW00012839,1955-12,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,2163.5,0,85.3,",0",7,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",14,,,,,,7.8,",0,10,",0,",,0,31,+",0,",,0,31,+",18,",,0,28,",29.4,",0,06,",14.1,0,10.2,",0",46.9,",,,0",,,0,",,,0",20.75,",0",25.41,",,,0",16.1,",,,0",,,,,,,,,68,",X",,,,,,,15.4,",X"
USW00012839,1956-01,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,36.4,0,36.4,",0",4,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",21,",0",0,",0",11,,,,1,,3.9,",0,14,",0,",,0,31,+",0,",,0,31,+",33.3,",,0,21,",27.2,",0,24,+",89.8,0,75.7,",0",44.3,",,,0",,,0,",,,0",17.06,",0",22.35,",,,0",11.78,",,,0",,,,,,,,,203,",X",,,,,,,16.4,",X"
USW00012839,1956-02,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,138.8,0,102.4,",0",4,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",0,",0",4,,,,1,,10,",0,29,",0,",,0,29,+",0,",,0,29,+",11.9,",,0,11,",31.7,",0,28,",95.9,0,6.1,",0",23,",,,0",,,0,",,,0",21.65,",0",25.64,",,,0",17.67,",,,0",,,,,,,,,113,",X",,,,,,,14.9,",X"
USW00012839,1956-03,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,242.8,0,104,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,",0",1,,,,,,5.6,",0,21,",0,",,0,31,+",0,",,0,31,+",0.3,",,0,13,+",31.1,",0,31,+",109.3,0,13.4,",0",0.6,",,,0",,,0,",,,0",21.25,",0",26.63,",,,0",15.88,",,,0",,,,,,,,,180,",X",,,,,,,13.9,",X"
USW00012839,1956-04,25.78805,-80.31694,1.4,"MIAMI INTERNATIONAL AIRPORT, FL US",,,391.6,0,148.8,",0",6,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",1,",0",4,,,,4,,11.7,",0,13,",0,",,0,30,+",0,",,0,30,+",46.5,",,0,10,",33.9,",0,07,",109.3,0,0,",0",58.1,",,,0",,,0,",,,0",23.29,",0",27.69,",,,0",18.9,",,,0",,,,,,,,,203,",X",,,,,,,35,",X"
